Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
50659468,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575583""","=""9781635575583""",3,4.64,Bloomsbury Publishing,Paperback,624,2020,2016,,2023/02/21,,,read,,,,1,0
17574849,The Guest Cat,Takashi Hiraide,"Hiraide, Takashi",Eric Selland,"=""0811221504""","=""9780811221504""",0,3.55,New Directions,Paperback,140,2014,2001,,2023/02/15,to-read,to-read (#84),to-read,,,,0,0
194746,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""""","=""""",0,4.02,New Directions,Paperback,177,1958,1948,,2023/02/15,to-read,to-read (#83),to-read,,,,0,0
10429045,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062085484""","=""9780062085481""",0,3.87,Harper,Hardcover,338,2011,2011,,2023/02/11,to-read,to-read (#82),to-read,,,,0,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",0,4.02,Vintage Books,Paperback,296,2000,1987,,2023/02/11,to-read,to-read (#81),to-read,,,,0,0
59227941,The Hotel Nantucket,Elin Hilderbrand,"Hilderbrand, Elin",,"=""0316258679""","=""9780316258678""",0,4.07,"Little, Brown and Company",Hardcover,416,2022,2022,,2023/01/26,to-read,to-read (#80),to-read,,,,0,0
57518629,The Last Rose of Shanghai,Weina Dai Randel,"Randel, Weina Dai",,"=""1542032873""","=""9781542032872""",0,4.14,Lake Union Publishing,Paperback,447,2021,2021,,2023/01/26,to-read,to-read (#79),to-read,,,,0,0
52268640,Memphis,Tara M. Stringfellow,"Stringfellow, Tara M.",,"=""0593230485""","=""9780593230480""",0,4.12,The Dial Press,Hardcover,272,2022,2022,,2023/01/26,to-read,to-read (#78),to-read,,,,0,0
57099323,The Magnolia Palace,Fiona  Davis,"Davis, Fiona",,"=""0593184017""","=""9780593184011""",0,3.88,Dutton,Hardcover,340,2022,2022,,2023/01/26,to-read,to-read (#77),to-read,,,,0,0
60353768,The Marriage Portrait,Maggie O'Farrell,"O'Farrell, Maggie",,"=""""","=""""",0,4.03,Knopf Publishing Group,Hardcover,355,2022,2022,,2023/01/26,to-read,to-read (#76),to-read,,,,0,0
59344312,Verity,Colleen Hoover,"Hoover, Colleen",,"=""153872474X""","=""9781538724743""",3,4.33,Grand Central Publishing,ebook,336,2021,2018,,2023/01/26,,,read,,,,1,0
43923951,Such a Fun Age,Kiley Reid,"Reid, Kiley",,"=""""","=""""",4,3.80,G.P. Putnam's Sons,Hardcover,310,2019,2019,,2023/01/22,,,read,,,,1,0
57693171,Olga Dies Dreaming,Xóchitl González,"González, Xóchitl",,"=""1250786177""","=""9781250786173""",0,4.00,Flatiron Books,Hardcover,369,2022,2022,,2023/01/15,to-read,to-read (#75),to-read,,,,0,0
57739876,To Paradise,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385547935""","=""9780385547932""",0,3.77,Doubleday,Hardcover,720,2022,2022,,2023/01/15,to-read,to-read (#74),to-read,,,,0,0
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""""","=""""",4,4.48,Simon & Schuster,ebook,320,2022,2022,,2023/01/15,,,read,,,,1,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.33,New York Review Books,Paperback,288,2006,1965,,2023/01/13,to-read,to-read (#73),to-read,,,,0,0
20564399,Vinternoveller,Ingvild H. Rishøi,"Rishøi, Ingvild H.",,"=""8205461309""","=""9788205461307""",0,4.28,Gyldendal,Hardcover,128,2014,2014,,2023/01/13,to-read,to-read (#72),to-read,,,,0,0
57809811,The Bread the Devil Knead,Lisa Allen-Agostini,"Allen-Agostini, Lisa",,"=""1912408988""","=""9781912408986""",0,4.04,Myriad Editions,ebook,277,2021,2021,,2023/01/11,to-read,to-read (#71),to-read,,,,0,0
24515225,The Glorious Heresies,Lisa McInerney,"McInerney, Lisa",,"=""1444798855""","=""9781444798852""",0,3.76,Hodder & Stoughton,Hardcover,384,2015,2015,,2023/01/11,to-read,to-read (#70),to-read,,,,0,0
57004637,The Book of Form and Emptiness,Ruth Ozeki,"Ozeki, Ruth",,"=""0399563644""","=""9780399563645""",0,4.04,Viking,Hardcover,548,2021,2021,,2023/01/11,to-read,to-read (#69),to-read,,,,0,0
33590210,An American Marriage,Tayari Jones,"Jones, Tayari",,"=""1616201347""","=""9781616201340""",0,3.94,Algonquin Books,Hardcover,308,2018,2018,,2023/01/11,to-read,to-read (#68),to-read,,,,0,0
33621427,Home Fire,Kamila Shamsie,"Shamsie, Kamila",,"=""0735217688""","=""9780735217683""",0,4.04,Riverhead Books,Hardcover,276,2017,2017,,2023/01/11,to-read,to-read (#67),to-read,,,,0,0
29751398,The Power,Naomi Alderman,"Alderman, Naomi",,"=""0670919985""","=""9780670919987""",0,3.77,Viking,Hardcover,341,2017,2016,,2023/01/11,to-read,to-read (#66),to-read,,,,0,0
20439328,How to Be Both,Ali Smith,"Smith, Ali",,"=""""","=""""",0,3.66,Penguin,Kindle Edition,376,2014,2014,,2023/01/11,to-read,to-read (#65),to-read,,,,0,0
18218630,A Girl Is a Half-formed Thing,Eimear McBride,"McBride, Eimear",,"=""0957185324""","=""9780957185326""",0,3.49,Galley Beggar Press,Paperback,205,2013,2013,,2023/01/11,to-read,to-read (#64),to-read,,,,0,0
16061734,May We Be Forgiven,A.M. Homes,"Homes, A.M.",,"=""0670025488""","=""9780670025480""",0,3.67,Viking,Hardcover,480,2012,2012,,2023/01/11,to-read,to-read (#63),to-read,,,,0,0
53223710,Heaven,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609456211""","=""9781609456214""",0,3.82,Europa Editions,Hardcover,192,2021,2009,,2023/01/11,to-read,to-read (#62),to-read,,,,0,0
58703758,Tomb of Sand,Geetanjali Shree,"Shree, Geetanjali",Daisy Rockwell,"=""""","=""""",0,3.72,Tilted Axis Press,Paperback,739,2021,2018,,2023/01/11,to-read,to-read (#61),to-read,,,,0,0
36885304,Flights,Olga Tokarczuk,"Tokarczuk, Olga",Jennifer  Croft,"=""0525534199""","=""9780525534198""",0,3.76,Riverhead Books,Hardcover,416,2018,2007,,2023/01/11,to-read,to-read (#60),to-read,,,,0,0
45755173,Djinn Patrol on the Purple Line,Deepa Anappara,"Anappara, Deepa",,"=""0593129199""","=""9780593129197""",3,3.82,Random House,Hardcover,368,2020,2020,,2023/01/10,,,read,,,,2,0
46041199,"Kim Jiyoung, Born 1982",Cho Nam-joo,"Nam-joo, Cho",Jamie Chang,"=""1631496700""","=""9781631496707""",4,4.18,Liveright,Hardcover,163,2020,2016,,2023/01/06,,,read,,,,2,0
57007429,I Hope This Finds You Well: Poems,Kate Baer,"Baer, Kate",,"=""0063137992""","=""9780063137998""",0,4.30,Harper Perennial,Paperback,96,2021,2021,,2022/12/30,to-read,to-read (#59),to-read,,,,0,0
27189194,One True Loves,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",1,4.06,Washington Square Press,Kindle Edition,352,2016,2016,,2022/10/16,,,read,,,,1,0
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",5,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,,2021/11/23,,,read,,,,1,0
31307448,Behold the Dreamers,Imbolo Mbue,"Mbue, Imbolo",,"=""0008158134""","=""""",4,3.95,Fourth Estate,Kindle Edition,401,2016,2016,,2021/11/13,,,read,,,,1,0
25981433,"The Masquerading Magician (An Accidental Alchemist Mystery, #2)",Gigi Pandian,"Pandian, Gigi",,"=""073874235X""","=""9780738742359""",4,3.94,Midnight Ink,Paperback,336,2016,2016,,2022/09/08,,,read,,,,1,0
25242224,"The Story of the Lost Child (The Neapolitan Novels, #4)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1609452860""","=""9781609452865""",3,4.43,Europa Editions,Paperback,473,2015,2014,,2022/05/08,,,read,,,,1,0
24796231,The Story of My Teeth,Valeria Luiselli,"Luiselli, Valeria",Christina MacSweeney,"=""1566894093""","=""9781566894098""",4,3.49,Coffee House Press,Paperback,192,2015,2013,,2022/04/27,,,read,,,,1,0
23156040,"Those Who Leave and Those Who Stay (The Neapolitan Novels, #3)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",4,4.34,Europa Editions,Paperback,418,2014,2013,,2022/05/08,,,read,,,,1,0
17465515,"The Story of a New Name (The Neapolitan Novels, #2)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",4,4.43,Europa Editions,Paperback,471,2013,2012,,2022/05/08,,,read,,,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",4,4.37,Vintage,Paperback,512,2015,2011,,2022/09/11,,,read,,,,1,0
7005479,Island Beneath the Sea,Isabel Allende,"Allende, Isabel",,"=""0061988243""","=""9780061988240""",5,4.09,HarperVia,Hardcover,457,2010,2009,,2022/05/08,,,read,,,,1,0
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May","Marta Fihel, Grzegorz Komerski, Regina Barreca","=""""","=""""",3,4.14,Signet Classics,Mass Market Paperback,449,2004,1868,,2021/11/23,,,read,,,,1,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",3,4.15,Penguin,Paperback,532,2003,1847,,2021/11/23,,,read,,,,1,0
5472,Animal Farm / 1984,George Orwell,"Orwell, George",Christopher Hitchens,"=""""","=""""",5,4.30,Houghton Mifflin Harcourt,Hardcover,400,2003,1949,,2021/11/30,,,read,,,,1,0
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",2,4.33,Knopf,Hardcover,433,2006,2006,,2022/05/28,,,read,,,,1,0
40611463,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,"Auel, Jean M.",,"=""""","=""""",3,4.09,Bantam ,Kindle Edition,516,2016,1980,,2021/11/23,,,read,,,,1,0
39999,The Boy in the Striped Pajamas,John Boyne,"Boyne, John",,"=""""","=""""",4,4.15,David Fickling Books,Hardcover,224,2006,2006,,2021/11/23,,,read,,,,1,0
149196,Eva Luna,Isabel Allende,"Allende, Isabel",,"=""0553280589""","=""9780553280586""",4,3.99,Bantam,Mass Market Paperback,307,1989,1987,,2022/05/08,,,read,,,,1,0
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",1,4.17,William Morrow Paperbacks,Paperback,370,2003,1996,,2022/04/27,,,read,,,,1,0
35900387,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0008172145""","=""9780008172145""",5,4.24,HarperCollins GB,Paperback,390,2018,2017,,2022/10/12,,,read,,,,3,0
50042494,Ghosts,Dolly Alderton,"Alderton, Dolly",,"=""0241434548""","=""9780241434543""",3,3.90,Fig Tree,Hardcover,352,2020,2020,,2022/12/18,,,read,,,,1,0
9328,The House of the Spirits,Isabel Allende,"Allende, Isabel",Magda Bogin,"=""0553383809""","=""9780553383805""",5,4.27,Dial Press Trade Paperback,Paperback,448,2005,1982,,2022/09/30,,,read,,,,1,0
58774738,The Couple at No. 9,Claire Douglas,"Douglas, Claire",,"=""1405943408""","=""9781405943406""",4,4.09,Penguin,Paperback,400,2021,2021,,2022/12/15,,,read,,,,1,0
10179235,Mofongo,Cecilia Samartin,"Samartin, Cecilia",,"=""""","=""9788282050739""",0,3.90,,,,2010,2010,,2022/12/08,to-read,to-read (#58),to-read,,,,0,0
18710634,Señor Peregrino,Cecilia Samartin,"Samartin, Cecilia",,"=""8282050172""","=""9788282050173""",0,3.80,Juritzen Forlag,Paperback,367,2009,2005,,2022/12/08,to-read,to-read (#57),to-read,,,,0,0
12460293,"La Peregrina (Peregrino, #2)",Cecilia Samartin,"Samartin, Cecilia",,"=""828205173X""","=""9788282051736""",0,3.89,Juritzen forl,Paperback,523,2011,2013,,2022/12/08,to-read,to-read (#56),to-read,,,,0,0
50404605,Hendelsen,Annie Ernaux,"Ernaux, Annie",Henninge Margrethe Solberg,"=""""","=""9788205533462""",0,4.32,Gyldendal Norsk Forlag,Hardcover,84,2020,2000,,2022/12/08,to-read,to-read (#55),to-read,,,,0,0
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""""","=""9781939126016""",0,3.99,Zola Books,ebook,537,2013,2003,,2022/12/08,to-read,to-read (#54),to-read,,,,0,0
58536046,Why Has Nobody Told Me This Before?,Julie      Smith,"Smith, Julie",,"=""0063227932""","=""9780063227934""",4,3.90,HarperOne,Hardcover,368,2022,2022,,2022/12/04,,,read,,,,1,0
50061080,"Røykteppe (Alexander Blix & Emma Ramm, #2)",Jørn Lier Horst,"Horst, Jørn Lier",Thomas Enger,"=""""","=""9788293671275""",4,3.97,Capitana,Hardcover,368,2019,2019,2022/12/04,2022/10/08,,,read,,,,1,0
56587382,The Island of Missing Trees,Elif Shafak,"Shafak, Elif",,"=""0241434998""","=""9780241434994""",3,4.16,VIKIN,Hardcover,354,2021,2021,,2022/12/04,,,read,,,,3,0
59075859,"Jente, 1983",Linn Ullmann,"Ullmann, Linn",,"=""""","=""9788249519798""",0,3.75,Forlaget Oktober,Hardcover,260,2021,2021,,2022/11/11,to-read,to-read (#53),to-read,,,,0,0
62805054,De kaller meg ulven,Zeshan Shakar,"Shakar, Zeshan",,"=""8205566380""","=""9788205566385""",0,3.81,Gyldendal,Hardcover,240,2022,2022,,2022/11/11,to-read,to-read (#52),to-read,,,,0,0
6539426,"Lucifers evangelium (Bjørn Beltø, #3)",Tom Egeland,"Egeland, Tom",,"=""""","=""9788203194740""",0,3.79,Aschehoug,Hardcover,475,2009,2009,,2022/11/11,to-read,to-read (#51),to-read,,,,0,0
2671770,"Snømannen (Harry Hole, #7)",Jo Nesbø,"Nesbø, Jo",,"=""""","=""9788203194788""",0,4.02,Aschehoug,Paperback,438,2009,2007,,2022/11/07,to-read,to-read (#50),to-read,,,,0,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",2,3.81,Hogarth,Hardcover,273,2019,2018,,2022/05/08,,,read,,,,1,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""""","=""""",3,4.05,Harper Perennial Modern Classics,Paperback,294,2006,1963,,2022/10/28,,,read,,,,1,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",1,3.66,Penguin Books,Paperback,289,2019,2018,,2022/10/28,,,read,,,,1,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",3,4.40,G.P. Putnam’s Sons,ebook,384,2018,2018,,2022/05/28,,,read,,,,1,0
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",3,4.08,Vintage,Paperback,343,1994,1959,,2022/04/27,,,read,,,,1,0
48616787,The Lying Life of Adults,Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1609455916""","=""9781609455910""",3,3.66,Europa Editions,Hardcover,336,2020,2019,,2022/05/08,,,read,,,,1,0
57933338,Violeta,Isabel Allende,"Allende, Isabel",Frances Riddle,"=""0593496205""","=""9780593496206""",4,4.03,Ballantine Books,Paperback,322,2022,2022,,2022/05/08,,,read,,,,1,0
30555488,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""0385542364""","=""9780385542364""",0,4.06,Doubleday,Hardcover,320,2016,2016,,2022/10/23,to-read,to-read (#49),to-read,,,,0,0
52692515,There's No Such Thing as an Easy Job,Kikuko Tsumura,"Tsumura, Kikuko",Polly Barton,"=""1526622246""","=""9781526622242""",5,3.61,Bloomsbury Publishing,Paperback,416,2020,2015,,2022/10/18,,,read,,,,1,0
40710152,"Nullpunkt (Alexander Blix & Emma Ramm, #1)",Jørn Lier Horst,"Horst, Jørn Lier",Thomas Enger,"=""""","=""9788293671008""",4,4.06,Capitana forlag,Hardcover,431,2018,2018,,2022/09/10,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",5,4.44,Atria Books,Hardcover,389,2017,2017,,2022/10/07,,,read,,,,2,0
3087,A Room with a View,E.M. Forster,"Forster, E.M.",,"=""1420925431""","=""9781420925432""",0,3.90,Digireads.Com,Paperback,119,2005,1908,,2022/09/30,to-read,to-read (#48),to-read,,,,0,0
6952,Like Water for Chocolate,Laura Esquivel,"Esquivel, Laura","Thomas  Christensen, Carol Christensen","=""""","=""""",0,3.95,Black Swan,Paperback,222,1993,1989,,2022/09/30,to-read,to-read (#47),to-read,,,,0,0
227443,"Bridget Jones's Diary (Bridget Jones, #1)",Helen Fielding,"Fielding, Helen",,"=""014028009X""","=""9780140280098""",0,3.80,Penguin Books,Hardcover,288,1999,1996,,2022/09/30,to-read,to-read (#46),to-read,,,,0,0
9712,Love in the Time of Cholera,Gabriel García Márquez,"Márquez, Gabriel García","Edith Grossman, Carlos Marrodán Casas, Kjell Risvik","=""140003468X""","=""9781400034680""",0,3.93,Vintage International,Paperback,348,2003,1985,,2022/09/30,to-read,to-read (#45),to-read,,,,0,0
73080,"Nobody's Baby But Mine (Chicago Stars, #3)",Susan Elizabeth Phillips,"Phillips, Susan Elizabeth",,"=""0380782340""","=""9780380782345""",0,4.04,Avon Books,Mass Market Paperback,374,1997,1997,,2022/09/30,to-read,to-read (#44),to-read,,,,0,0
133241,Saving Grace,Julie Garwood,"Garwood, Julie",,"=""0671870114""","=""9780671870119""",0,4.26,Pocket Books,Paperback,407,1994,1993,,2022/09/30,to-read,to-read (#43),to-read,,,,0,0
27260362,Evig barnefri - historier om frivillig barnløshet,Heidi Helene Sveen,"Sveen, Heidi Helene",,"=""""","=""9788282821162""",0,3.64,Humanist forlag,Hardcover,191,2015,,,2022/09/15,to-read,to-read (#42),to-read,,,,0,0
33652490,Men Without Women,Haruki Murakami,"Murakami, Haruki","Phillip Gabriel, Ted Goossen","=""0385689454""","=""9780385689458""",0,3.76,Bond Street Books,Kindle Edition,242,2017,2014,,2022/09/15,to-read,to-read (#41),to-read,,,,0,0
6626516,I morgen var jeg alltid en løve,Arnhild Lauveng,"Lauveng, Arnhild",,"=""""","=""9788202264642""",0,4.29,Cappelen,Paperback,199,2006,2005,,2022/09/15,to-read,to-read (#40),to-read,,,,0,0
26828881,Mormor danset i regnet,Trude Teige,"Teige, Trude",,"=""""","=""9788203359309""",0,4.12,Aschehoug,Hardcover,315,2015,2015,,2022/09/15,to-read,to-read (#39),to-read,,,,0,0
386162,"The Hitchhiker's Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",3,4.23,Del Rey,Paperback,193,2007,1979,,2022/09/11,,,read,,,,1,0
44318414,The Dutch House,Ann Patchett,"Patchett, Ann",,"=""0062963678""","=""9780062963673""",3,4.10,Harper,Hardcover,337,2019,2019,,2022/05/08,,,read,,,,1,0
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",4,4.33,Penguin Books,Paperback,462,2019,2016,,2021/11/23,,,read,,,,1,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",4,4.21,Harper,Kindle Edition,450,2017,2015,,2022/09/11,,,read,,,,1,0
52831200,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457017""","=""9781952457012""",0,4.25,Blue Box Press,ebook,622,2020,2020,,2022/09/09,to-read,to-read (#38),to-read,,,,0,0
40201364,The Alchemist's Illusion (An Accidental Alchemist Mystery #4),Gigi Pandian,"Pandian, Gigi",,"=""""","=""""",0,4.23,Midnight Ink,Kindle Edition,338,2019,2019,,2022/09/08,,,read,,,,1,0
30351988,"The Elusive Elixir (An Accidental Alchemist Mystery, #3)",Gigi Pandian,"Pandian, Gigi",,"=""""","=""""",0,4.10,Midnight Ink,Kindle Edition,252,2017,2017,,2022/09/08,,,read,,,,1,0
18211628,Raushetens Tid,Kathrine Aspaas,"Aspaas, Kathrine",,"=""""","=""9788203391057""",0,3.52,Aschehoug,Hardcover,199,2012,2012,,2022/09/06,to-read,to-read (#37),to-read,,,,0,0
36315977,"Shadow and Bone (The Grisha, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5,3.94,Henry Holt and Co.,Kindle Edition,369,2012,2012,,2022/09/01,,,read,,,,1,0
55457493,"The Man Who Died Twice (Thursday Murder Club, #2)",Richard Osman,"Osman, Richard",,"=""""","=""""",3,4.39,Penguin,Kindle Edition,422,2021,2021,,2022/07/30,,,read,,,,1,0
55404546,Malibu Rising,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",4,4.05,Ballantine Books,Hardcover,369,2021,2021,,2022/09/01,,,read,,,,1,0
22351151,"The Accidental Alchemist (An Accidental Alchemist Mystery, #1)",Gigi Pandian,"Pandian, Gigi",,"=""0738741841""","=""9780738741840""",5,3.76,Midnight Ink,Paperback,350,2015,2015,,2022/08/27,,,read,,,,1,0
60099651,One Last Secret,Adele Parks,"Parks, Adele",,"=""0778386775""","=""9780778386773""",2,3.71,MIRA,Paperback,368,2022,2022,,2022/08/27,,,read,,,,1,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.49,Henry Holt & Company,Hardcover,465,2015,2015,,2022/08/12,to-read,to-read (#36),to-read,,,,0,0
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",0,3.79,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,,2022/08/12,to-read,to-read (#35),to-read,,,,0,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",0,4.65,Tor Books,Hardcover,1007,2010,2010,,2022/08/05,to-read,to-read (#34),to-read,,,,0,0
